vid_id,frame_order,right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder
0,0,16.397306666666665,8.979529333333334,18.49208,112.33893166666667,111.49260333333332,112.028368,102.38364666666666
0,1,18.115533499999998,11.068682,18.16794625,113.67290125,112.4773825,112.6799085,103.6334775
0,2,19.0587628,11.619364800000001,18.0054428,114.445665,113.575438,112.6052048,102.58493800000001
0,3,21.451033799999998,15.7687272,17.764533399999998,115.92896,115.44455599999999,113.48311880000001,102.111067
0,4,24.7636142,21.977947,17.415377200000002,119.504356,119.19077,112.366746,103.284415
0,5,28.2469072,28.0408228,17.621802,122.832934,122.70665,110.03074699999999,103.277303
0,6,33.4490744,37.0554476,18.2675094,126.16062400000001,126.05936799999999,108.50603100000001,104.446065
0,7,42.6152404,43.8455284,19.449377,130.317416,129.67012599999998,109.723226,104.41593
0,8,50.471129,50.754768,21.509563,132.351832,131.179512,108.37274499999998,105.630323
0,9,61.555386999999996,57.68933440000001,24.2455928,134.741858,133.96551,111.85722100000001,106.73669399999999
0,10,71.460164,65.6831724,26.3921968,134.87441,133.697866,115.29210800000001,108.80129280000001
0,11,81.3890248,72.0890536,28.9842004,134.493498,133.28017799999998,118.421684,109.8123448
0,12,89.61839479999999,84.3866166,31.722258999999998,133.13268599999998,131.327326,119.73748499999999,115.64923280000001
0,13,100.75533879999999,93.57973580000001,34.187374,133.064638,131.61264999999997,124.53065000000001,118.3066988
0,14,109.4976048,102.15617019999999,35.9316516,131.135548,126.70796800000001,128.641034,119.5573168
0,15,120.46045479999998,112.3102922,38.775059999999996,131.489724,126.312678,135.589796,124.697958
0,16,130.331174,122.6123522,41.291700000000006,130.40785,125.71511000000001,142.482636,131.01684
0,17,139.191888,130.9465052,43.7680746,129.070992,126.06495399999999,149.80700800000002,137.110623
0,18,146.61143199999998,140.9223212,45.6407346,127.03424600000001,122.87745199999999,154.534512,145.186969
0,19,152.090734,149.978276,47.7489972,124.32260919999999,121.16090919999999,154.662536,151.607224
0,20,154.36855400000002,154.12352800000002,49.407465800000004,119.8633392,117.20277719999999,151.532492,152.469736
0,21,154.68637600000002,155.044156,50.281475799999996,118.5534312,114.68291119999999,145.204136,150.27678799999998
0,22,154.512716,155.606534,50.4301598,117.4489292,112.4922192,137.516244,145.869004
