Timestamp,Accuracy,Date
18:48.3,0,
18:49.0,0,
18:49.7,0,
18:50.4,0,
18:51.0,20,
18:51.6,33.33333333,
18:52.2,28.57142857,
18:52.7,28.57142857,
18:53.3,28.57142857,
18:54.0,28.57142857,
18:54.7,28.57142857,
18:55.4,14.28571429,
18:56.0,0,
18:56.7,14.28571429,
18:57.4,14.28571429,
18:58.0,28.57142857,
18:58.6,28.57142857,
18:59.2,28.57142857,
18:59.8,28.57142857,
19:00.5,28.57142857,
19:01.1,14.28571429,
19:01.7,14.28571429,
19:02.4,14.28571429,
19:02.9,28.57142857,
19:03.6,28.57142857,
19:04.3,28.57142857,
19:04.9,28.57142857,
19:05.6,28.57142857,
19:06.3,28.57142857,
19:06.9,14.28571429,
19:07.4,14.28571429,
19:08.1,28.57142857,
19:08.8,28.57142857,
19:09.3,28.57142857,
19:09.9,28.57142857,
19:10.5,28.57142857,
19:11.1,28.57142857,
19:11.7,14.28571429,
19:12.3,0,
19:13.0,0,
19:13.6,0,
19:14.2,0,
19:14.8,0,
19:15.5,0,
19:16.1,0,
19:16.8,0,
19:17.4,0,
19:18.0,0,
19:18.7,14.28571429,
19:19.3,14.28571429,
19:20.0,14.28571429,
19:20.5,14.28571429,
19:21.1,14.28571429,
19:21.8,14.28571429,
19:22.4,14.28571429,
19:23.0,0,
19:23.7,0,
19:24.3,14.28571429,
19:24.9,14.28571429,
19:25.6,14.28571429,
19:26.3,14.28571429,
19:26.9,14.28571429,
19:27.5,14.28571429,
19:28.1,14.28571429,
19:28.8,0,
19:29.4,0,
19:30.1,14.28571429,
19:30.7,28.57142857,
19:31.4,28.57142857,
19:32.0,28.57142857,
19:32.6,28.57142857,
19:33.2,28.57142857,
19:33.8,28.57142857,
19:34.4,14.28571429,
19:35.0,0,
19:35.6,0,
19:36.2,14.28571429,
19:36.8,14.28571429,
19:37.5,28.57142857,
19:38.1,42.85714286,
19:38.7,42.85714286,
19:39.3,42.85714286,
19:40.0,42.85714286,
19:40.6,28.57142857,
19:41.2,28.57142857,
19:41.8,14.28571429,
19:42.5,0,
19:43.1,0,
19:43.8,0,
19:44.5,0,
19:45.1,0,
19:45.8,0,
19:46.5,0,
19:47.1,0,
19:47.7,0,
19:48.3,0,
19:48.9,0,
19:49.6,0,
19:50.2,14.28571429,
19:50.8,28.57142857,
19:51.4,28.57142857,
19:52.0,28.57142857,
19:52.6,28.57142857,
19:53.2,28.57142857,
19:53.7,28.57142857,
19:54.3,14.28571429,
19:54.9,0,
19:55.6,0,
19:56.2,0,
19:56.8,0,
19:57.5,0,
19:58.1,14.28571429,
19:58.7,28.57142857,
19:59.2,42.85714286,
19:59.8,57.14285714,
20:00.5,71.42857143,
20:01.1,71.42857143,
20:01.7,71.42857143,
20:02.3,57.14285714,
20:02.9,42.85714286,
20:03.6,28.57142857,
20:04.2,28.57142857,
20:04.9,28.57142857,
20:05.5,28.57142857,
20:06.1,42.85714286,
20:06.7,57.14285714,
20:07.4,57.14285714,
20:08.0,57.14285714,
20:08.6,42.85714286,
20:09.3,28.57142857,
20:09.9,28.57142857,
20:10.6,14.28571429,
20:11.2,14.28571429,
20:11.8,28.57142857,
20:12.4,42.85714286,
20:13.0,42.85714286,
20:13.5,42.85714286,
20:14.2,42.85714286,
20:14.8,57.14285714,
20:15.5,42.85714286,
20:16.1,28.57142857,
01-04-2025 23:47,100,
01-04-2025 23:47,50,
01-04-2025 23:47,33.33333333,
01-04-2025 23:47,25,
01-04-2025 23:47,20,
01-04-2025 23:47,16.66666667,
01-04-2025 23:47,14.28571429,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,14.28571429,
01-04-2025 23:47,28.57142857,
01-04-2025 23:47,28.57142857,
01-04-2025 23:47,28.57142857,
01-04-2025 23:47,28.57142857,
01-04-2025 23:47,28.57142857,
01-04-2025 23:47,28.57142857,
01-04-2025 23:47,14.28571429,
01-04-2025 23:47,0,
01-04-2025 23:47,14.28571429,
01-04-2025 23:47,14.28571429,
01-04-2025 23:47,28.57142857,
01-04-2025 23:47,42.85714286,
01-04-2025 23:47,57.14285714,
01-04-2025 23:47,71.42857143,
01-04-2025 23:47,85.71428571,
01-04-2025 23:47,85.71428571,
01-04-2025 23:47,100,
01-04-2025 23:47,100,
01-04-2025 23:47,85.71428571,
01-04-2025 23:47,71.42857143,
01-04-2025 23:47,57.14285714,
01-04-2025 23:47,42.85714286,
01-04-2025 23:47,28.57142857,
01-04-2025 23:47,14.28571429,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:47,0,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,42.85714286,
01-04-2025 23:48,42.85714286,
01-04-2025 23:48,42.85714286,
01-04-2025 23:48,42.85714286,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,28.57142857,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,14.28571429,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
01-04-2025 23:48,0,
2025-04-02 00:49:14,0.0
2025-04-02 00:49:14,0.0
2025-04-02 00:49:15,0.0
2025-04-02 00:49:16,0.0
2025-04-02 00:49:16,0.0
2025-04-02 00:49:17,0.0
2025-04-02 00:49:18,14.285714285714285
2025-04-02 00:49:18,14.285714285714285
2025-04-02 00:49:19,14.285714285714285
2025-04-02 00:49:20,14.285714285714285
2025-04-02 00:49:21,14.285714285714285
2025-04-02 00:49:22,14.285714285714285
2025-04-02 00:49:22,14.285714285714285
2025-04-02 00:49:23,14.285714285714285
2025-04-02 00:49:24,14.285714285714285
2025-04-02 00:49:24,14.285714285714285
2025-04-02 00:49:25,14.285714285714285
2025-04-02 00:49:26,14.285714285714285
2025-04-02 00:49:27,14.285714285714285
2025-04-02 00:49:27,14.285714285714285
2025-04-02 00:49:28,0.0
2025-04-02 00:49:28,0.0
2025-04-02 00:49:29,0.0
2025-04-02 00:49:30,14.285714285714285
2025-04-02 00:49:30,14.285714285714285
2025-04-02 00:49:31,14.285714285714285
2025-04-02 00:49:32,14.285714285714285
2025-04-02 00:49:33,14.285714285714285
2025-04-02 00:49:33,14.285714285714285
2025-04-02 00:49:34,14.285714285714285
2025-04-02 00:49:35,0.0
2025-04-02 00:49:35,0.0
2025-04-02 00:49:36,0.0
2025-04-02 00:49:36,0.0
2025-04-02 00:49:37,0.0
2025-04-02 00:49:38,0.0
2025-04-02 00:49:39,0.0
2025-04-02 00:49:39,0.0
2025-04-02 00:49:40,14.285714285714285
2025-04-02 00:49:41,28.57142857142857
2025-04-02 00:49:41,28.57142857142857
2025-04-02 00:49:42,28.57142857142857
2025-04-02 00:49:43,28.57142857142857
2025-04-02 00:49:43,28.57142857142857
2025-04-02 00:49:44,28.57142857142857
2025-04-02 00:49:45,14.285714285714285
2025-04-02 00:49:46,0.0
2025-04-02 00:49:46,0.0
2025-04-02 00:49:47,0.0
2025-04-02 00:49:48,0.0
2025-04-02 00:49:48,0.0
2025-04-02 00:49:49,0.0
2025-04-02 00:49:50,0.0
2025-04-02 00:49:50,0.0
2025-04-02 00:49:51,0.0
2025-04-02 00:49:52,14.285714285714285
2025-04-02 00:49:52,14.285714285714285
2025-04-02 00:49:53,28.57142857142857
2025-04-02 00:49:54,28.57142857142857
2025-04-02 00:49:54,28.57142857142857
2025-04-02 00:49:55,28.57142857142857
2025-04-02 00:49:56,28.57142857142857
2025-04-02 00:49:56,14.285714285714285
2025-05-09 20:04:07,0.0
2025-05-09 20:04:08,0.0
2025-05-09 20:04:09,0.0
2025-05-09 20:04:10,0.0
2025-05-09 20:04:10,0.0
2025-05-09 20:04:11,0.0
2025-05-09 20:04:12,0.0
2025-05-09 20:04:13,0.0
2025-05-09 20:04:14,0.0
2025-05-09 20:04:14,0.0
2025-05-09 20:04:15,0.0
2025-05-09 20:04:16,0.0
2025-05-09 20:04:17,0.0
2025-05-09 20:04:17,0.0
2025-05-09 20:04:18,0.0
2025-05-09 20:04:19,0.0
2025-05-09 20:04:19,0.0
2025-05-09 20:04:20,0.0
2025-05-09 20:04:21,0.0
2025-05-09 20:04:22,0.0
2025-05-09 20:04:22,0.0
2025-05-09 20:04:23,0.0
2025-05-09 20:04:24,0.0
2025-05-09 20:04:25,0.0
2025-05-09 20:04:25,0.0
2025-05-09 20:04:26,0.0
2025-05-09 20:04:27,0.0
2025-05-09 20:04:27,0.0
2025-05-09 20:04:28,0.0
2025-05-09 20:04:29,0.0
2025-05-09 20:04:30,0.0
2025-05-09 20:04:30,0.0
2025-05-09 20:04:31,0.0
2025-05-09 20:04:32,0.0
2025-05-09 20:04:33,0.0
2025-05-09 20:04:33,0.0
2025-05-09 20:04:34,0.0
2025-05-09 20:04:35,0.0
2025-05-09 20:04:36,0.0
2025-05-09 20:04:36,0.0
2025-05-09 20:21:18,0.0
2025-05-09 20:21:19,0.0
2025-05-09 20:21:20,0.0
2025-05-09 20:21:21,0.0
2025-05-09 20:21:21,0.0
2025-05-09 20:21:22,0.0
2025-05-09 20:21:23,0.0
2025-05-09 20:21:24,0.0
2025-05-09 20:21:24,0.0
2025-05-09 20:21:25,0.0
2025-05-09 20:21:26,0.0
2025-05-09 20:21:27,0.0
2025-05-09 20:21:27,0.0
2025-05-09 20:21:28,0.0
2025-05-09 20:21:29,0.0
2025-05-09 20:21:29,0.0
2025-05-09 20:21:30,0.0
2025-05-09 20:21:31,0.0
2025-05-09 20:21:32,0.0
2025-05-09 20:21:32,14.285714285714285
2025-05-09 20:21:33,28.57142857142857
2025-05-09 20:21:34,28.57142857142857
2025-05-09 20:21:34,28.57142857142857
2025-05-09 20:21:35,28.57142857142857
2025-05-09 20:21:36,28.57142857142857
2025-05-09 20:21:37,28.57142857142857
2025-05-09 20:21:37,14.285714285714285
2025-05-09 20:21:38,0.0
2025-05-09 20:21:39,0.0
2025-05-09 20:21:40,0.0
2025-05-09 20:21:40,0.0
2025-05-09 20:21:41,0.0
2025-05-09 20:21:42,0.0
2025-05-09 20:21:42,14.285714285714285
2025-05-09 20:21:43,14.285714285714285
2025-05-09 20:21:44,14.285714285714285
2025-05-09 20:21:45,14.285714285714285
2025-05-09 20:21:45,14.285714285714285
2025-05-09 20:21:46,14.285714285714285
2025-05-09 20:21:47,14.285714285714285
2025-05-09 20:21:47,14.285714285714285
2025-05-09 20:21:48,14.285714285714285
2025-05-09 20:21:49,14.285714285714285
2025-05-09 20:21:50,14.285714285714285
2025-05-09 20:21:50,14.285714285714285
2025-05-09 20:21:51,14.285714285714285
2025-05-09 20:21:52,14.285714285714285
2025-05-09 20:21:53,0.0
2025-05-09 20:21:53,0.0
2025-05-09 20:21:54,0.0
2025-05-09 20:21:55,0.0
2025-05-09 20:21:55,0.0
2025-05-09 20:21:56,0.0
2025-05-09 20:21:57,0.0
2025-05-09 20:21:58,14.285714285714285
2025-05-09 20:21:58,14.285714285714285
2025-05-09 20:21:59,14.285714285714285
2025-05-09 20:22:00,14.285714285714285
2025-05-09 20:22:00,14.285714285714285
2025-05-09 20:22:01,14.285714285714285
2025-05-09 20:22:02,14.285714285714285
2025-05-09 20:22:03,0.0
2025-05-09 20:22:03,0.0
2025-05-09 20:22:04,0.0
2025-05-09 20:22:05,0.0
